弱电,默认,E-TELE-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的小设备（如插座）、引上引下线符号、一二次系统图符号
弱电,默认,E-TELE-CMTB,默认开,默认否,默认否,3,HIDDEN2,默认,0,默认,T,桥架、线槽、明立管
弱电,默认,E-TELE-WIRE,默认开,默认否,默认否,4,PHANTOM,默认,0,默认,T,弱电布线（含室外管线）
弱电,默认,E-TELE-WIRE2,默认开,默认否,默认否,4,PHANTOM2,默认,0,默认,T,弱电布线2（含室外管线）
弱电,默认,E-TELE-WIRE3,默认开,默认否,默认否,4,HIDDEN,默认,0,默认,T,弱电布线3（含室外管线）
弱电,默认,E-TELE-WELL,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,弱电室外管线工井
弱电,默认,E-TELE-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线、图名、比例（与其他专业无关的标注、尺寸、云线，配电柜尺寸）
弱电,默认,E-TELE-DIMSX,默认开,默认否,默认否,151,Continuous,默认,0,默认,T,标注、尺寸、云线（与管线综合有关的标注、尺寸、云线、桥架尺寸标高，进户管标注）
控制,默认,E-CTRL-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
控制,默认,E-CTRL-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
控制,默认,E-CTRL-WIRE,默认开,默认否,默认否,4,BORDER2,默认,0,默认,T,布线
控制,默认,E-CTRL-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
控制,默认,E-CTRL-CATE,默认开,默认否,默认否,2,HIDDEN,默认,0,默认,T,联锁关系线
火灾自动报警系统,默认,E-FAS-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
火灾自动报警系统,默认,E-FAS-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
火灾自动报警系统,默认,E-FAS-DEVC-DR,默认开,默认否,默认否,11,Continuous,默认,0,默认,nil,探测器保护半径
火灾自动报警系统,默认,E-FAS-DEVC-MR,默认开,默认否,默认否,240,Continuous,默认,0,默认,nil,手报监视半径
火灾自动报警系统,默认,E-FAS-WIRE,默认开,默认否,默认否,4,Continuous,默认,0,默认,T,布线（报警）
火灾自动报警系统,默认,E-FAS-WIRE2,默认开,默认否,默认否,4,CENTER,默认,0,默认,T,布线（警报）
火灾自动报警系统,默认,E-FAS-WIRE3,默认开,默认否,默认否,4,PHANTOM,默认,0,默认,T,布线（联动）
火灾自动报警系统,默认,E-FAS-DIMS,默认开,默认否,默认否,7,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
电气火灾监控系统,默认,E-EFPS-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
电气火灾监控系统,默认,E-EFPS-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
电气火灾监控系统,默认,E-EFPS-WIRE,默认开,默认否,默认否,4,BORDER2,默认,0,默认,T,布线（报警）
电气火灾监控系统,默认,E-EFPS-WIRE2,默认开,默认否,默认否,4,DIVIDE2,默认,0,默认,T,布线（警报）
电气火灾监控系统,默认,E-EFPS-WIRE3,默认开,默认否,默认否,4,DIVIDE,默认,0,默认,T,布线（联动）
电气火灾监控系统,默认,E-EFPS-DIMS,默认开,默认否,默认否,7,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
综合布线系统,默认,E-GCS-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
综合布线系统,默认,E-GCS-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,插座、接线盒、引上引下线符号、一二次系统图符号
综合布线系统,默认,E-GCS-WIRE,默认开,默认否,默认否,4,DASHED,默认,0,默认,T,布线
综合布线系统,默认,E-GCS-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
电视系统,默认,E-CATV-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
电视系统,默认,E-CATV-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,插座、接线盒、引上引下线符号、一二次系统图符号
电视系统,默认,E-CATV-WIRE,默认开,默认否,默认否,4,DASHDOT,默认,0,默认,T,布线
电视系统,默认,E-CATV-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
出入口控制系统,默认,E-ACS-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
出入口控制系统,默认,E-ACS-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
出入口控制系统,默认,E-ACS-WIRE,默认开,默认否,默认否,4,HIDDEN,默认,0,默认,T,布线
出入口控制系统,默认,E-ACS-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
防盗报警系统,默认,E-IAS-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
防盗报警系统,默认,E-IAS-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
防盗报警系统,默认,E-IAS-WIRE,默认开,默认否,默认否,4,HIDDEN2,默认,0,默认,T,布线
防盗报警系统,默认,E-IAS-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
视频安防监控系统,默认,E-VSCS-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
视频安防监控系统,默认,E-VSCS-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
视频安防监控系统,默认,E-VSCS-WIRE,默认开,默认否,默认否,4,DASHDOT,默认,0,默认,T,布线
视频安防监控系统,默认,E-VSCS-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
周界报警系统,默认,E-PLMS-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
周界报警系统,默认,E-PLMS-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
周界报警系统,默认,E-PLMS-WIRE,默认开,默认否,默认否,4,Continuous,默认,0,默认,T,布线
周界报警系统,默认,E-PLMS-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
广播系统,默认,E-BRST-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
广播系统,默认,E-BRST-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
广播系统,默认,E-BRST-WIRE,默认开,默认否,默认否,4,BORDER,默认,0,默认,T,布线
广播系统,默认,E-BRST-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
远程抄表系统,默认,E-MBF-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
远程抄表系统,默认,E-MBF-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
远程抄表系统,默认,E-MBF-WIRE,默认开,默认否,默认否,4,PHANTOM2,默认,0,默认,T,布线
远程抄表系统,默认,E-MBF-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
巡更系统,默认,E-GTS-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
巡更系统,默认,E-GTS-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
巡更系统,默认,E-GTS-WIRE,默认开,默认否,默认否,4,Continuous,默认,0,默认,T,布线
巡更系统,默认,E-GTS-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
楼宇自控系统,默认,E-BAS-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
楼宇自控系统,默认,E-BAS-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
楼宇自控系统,默认,E-BAS-WIRE,默认开,默认否,默认否,4,Continuous,默认,0,默认,T,布线
楼宇自控系统,默认,E-BAS-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
移动通信室内信号覆盖系统,默认,E-MOBL-EQPM,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,与其他专业相关的大设备、箱体
移动通信室内信号覆盖系统,默认,E-MOBL-DEVC,默认开,默认否,默认否,3,Continuous,默认,0,默认,T,接线盒、引上引下线符号、一二次系统图符号
移动通信室内信号覆盖系统,默认,E-MOBL-WIRE,默认开,默认否,默认否,4,Continuous,默认,0,默认,T,布线
移动通信室内信号覆盖系统,默认,E-MOBL-DIMS,默认开,默认否,默认否,6,Continuous,默认,0,默认,T,标注、尺寸、云线（与其他专业无关的标注、尺寸、云线）
